"x","y","z","ROI","SystemLabel","SystemName","Color","r","g","b","Anatomy","Lobe"
14.9760503768921,17.6399078369141,-16.520149230957,160,7,"Visual","Blue",0,0,255,"Lingual Gyrus","Occipital"
-38.262321472168,28.77099609375,-24.1200523376465,161,7,"Visual","Blue",0,0,255,"Cerebral White Matter",NA
-19.6874732971191,52.8665161132812,-3.49517059326172,162,7,"Visual","Blue",0,0,255,"Cerebral White Matter",NA
-2.47715902328491,41.0648040771484,-0.643545150756836,163,7,"Visual","Blue",0,0,255,"Cerebral White Matter",NA
40.6352729797363,36.4549789428711,-21.9052963256836,164,7,"Visual","Blue",0,0,255,"Inferior Occipital Gyrus","Occipital"
-23.2057971954346,39.035758972168,-35.4375839233398,165,7,"Visual","Blue",0,0,255,"Occipital Fusiform Gyrus","Occipital"
16.5206184387207,47.6357803344727,6.25821113586426,166,7,"Visual","Blue",0,0,255,"Cuneus","Occipital"
4.36693143844604,49.349967956543,-5.44580841064453,167,7,"Visual","Blue",0,0,255,"Cuneus","Occipital"
40.322883605957,48.7601470947266,-31.4134960174561,168,7,"Visual","Blue",0,0,255,"Inferior Occipital Gyrus","Occipital"
-31.6487636566162,48.1172256469727,-11.3701515197754,169,7,"Visual","Blue",0,0,255,"Middle Occipital Gyrus","Occipital"
-2.89317178726196,46.467170715332,-18.1437549591064,170,7,"Visual","Blue",0,0,255,"Calcarine Cortex","Occipital"
25.9439888000488,51.8440704345703,-24.2469863891602,171,7,"Visual","Blue",0,0,255,"Middle Occipital Gyrus","Occipital"
34.7936744689941,40.0314483642578,-34.3099899291992,172,7,"Visual","Blue",0,0,255,"Occipital Fusiform Gyrus","Occipital"
-32.7290802001953,44.159294128418,-21.2038288116455,173,7,"Visual","Blue",0,0,255," Inferior Occipital Gyrus","Occipital"
41.9336624145508,-18.3964385986328,35.7138595581055,174,8,"Fronto-parietal Task Control","Yellow",238,238,0,"Cerebral White Matter",NA
-42.596866607666,-45.7989807128906,27.9281330108643,175,8,"Fronto-parietal Task Control","Yellow",238,238,0,"Middle Frontal Gyrus","Frontal"
42.2617454528809,-35.6742172241211,20.0716457366943,176,8,"Fronto-parietal Task Control","Yellow",238,238,0,"Opercular Part Of The Inferior Frontal Gyrus","Frontal"
52.1705741882324,25.2218055725098,19.6310882568359,177,8,"Fronto-parietal Task Control","Yellow",238,238,0,"Supramarginal Gyrus","Parietal"
23.4435977935791,-23.3396911621094,56.2520904541016,178,8,"Fronto-parietal Task Control","Yellow",238,238,0,"Superior Frontal Gyrus","Frontal"
-54.1279525756836,15.2726783752441,-24.558931350708,179,8,"Fronto-parietal Task Control","Yellow",238,238,0,"Cerebral White Matter",NA
-21.1594352722168,-73.9881744384766,3.22907733917236,180,8,"Fronto-parietal Task Control","Yellow",238,238,0,"Medial Orbital Gyrus","Frontal"
-30.7556438446045,-81.5837097167969,7.32415676116943,181,8,"Fronto-parietal Task Control","Yellow",238,238,0,"Cerebral White Matter",NA
19.3276081085205,-70.9327850341797,-4.43436145782471,182,14,"Uncertain","Peach",238,203,173,"Medial Orbital Gyrus","Frontal"
